대학명,학과명,학점,모집인원,경쟁률
한림대학교,광고홍보학과,3.42,18,9.8
한림대학교,노인복지학전공,4.12,10,4.8
한림대학교,법학과,3.85,20,6.2
한림대학교,사회복지학부,3.68,30,7.1
한림대학교,사회복지학전공,3.68,20,7.1
한림대학교,사회학과,4.15,15,4.4
한림대학교,심리학과,2.82,18,11.5
한림대학교,정치행정학과,4.02,15,5.1
한림대학교,의학과,1.05,18,24.8
한림대학교,국어국문학전공,4.45,12,4.2
한림대학교,러시아학과,4.92,10,3.1
한림대학교,사학전공,4.28,12,5.4
한림대학교,영어영문학과,4.15,18,4.8
한림대학교,인문학부,4.35,35,3.9
한림대학교,일본학과,4.75,12,3.4
한림대학교,중국학과,4.68,12,3.2
한림대학교,철학전공,4.95,8,2.8
한림대학교,바이오메디컬학과,3.25,15,8.2
한림대학교,바이오헬스케어융합전공,3.58,12,6.5
한림대학교,생명과학과,3.42,18,7.8
한림대학교,식품영양학과,3.88,15,5.9
한림대학교,언어병리학전공,3.52,12,7.1
한림대학교,언어청각학부,3.45,25,7.5
한림대학교,청각학전공,3.35,13,7.9
한림대학교,체육학과,3.22,15,14.5
한림대학교,화학과,3.72,15,6.1
한림대학교,환경생명공학과,3.98,15,5.2
한림대학교,자연과학대학,3.65,40,5.8
한림대학교,AI기술경영융합전공,3.85,8,5.4
한림대학교,AI로봇융합전공,3.72,10,6.1
한림대학교,AI빅데이터정밀의료융합전공,3.41,12,8.5
한림대학교,AI의료융합전공,3.52,10,7.8
한림대학교,데이터사이언스학부,3.55,30,6.5
한림대학교,데이터테크전공,3.65,15,6.2
한림대학교,디지털금융정보전공,3.95,10,5.1
한림대학교,디지털헬스케어융합전공,3.58,12,7.2
한림대학교,빅데이터전공,3.52,15,6.8
한림대학교,소프트웨어학부,3.45,45,8.2
한림대학교,스마트IoT전공,3.78,15,5.5
한림대학교,인공지능융합학부,3.38,35,9.4
한림대학교,임상의학통계전공,3.15,8,10.2
한림대학교,콘텐츠IT전공,3.82,12,5.8
한양대학교,간호학과,6,3.83,1.26
한양대학교,간호학과(야간),X,X,X
한양대학교,경영학부,44,5.07,1.32
한양대학교,파이낸스경영학과,6,6.5,1.21
한양대학교,경제금융학부,24,7.79,1.31
한양대학교,건설환경공학과,6,6.67,1.4
한양대학교,건축공학부,5,5.4,1.33
한양대학교,건축학부,6,7,1.29
한양대학교,기계공학부,22,5.5,1.33
한양대학교,데이터사이언스전공,10,6.2,1.19
한양대학교,데이터사이언스학부,10,6.2,1.19
한양대학교,도시공학과,4,5,1.3
한양대학교,미래자동차공학과,6,5.17,1.22
한양대학교,바이오메디컬공학전공,5,10.4,1.27
한양대학교,반도체공학과,8,4.75,1.19
한양대학교,산업공학과,6,5.83,1.23
한양대학교,생명공학과,3,7.33,1.27
한양대학교,신소재공학부,15,6.6,1.24
한양대학교,심리뇌과학전공,X,X,X
한양대학교,에너지공학과,4,11.25,1.2
한양대학교,원자력공학과,4,7.75,1.34
한양대학교,유기나노공학과,4,8.5,1.35
한양대학교,융합전자공학부,22,4.64,1.22
한양대학교,자원환경공학과,3,6.33,1.41
한양대학교,전기·생체공학부,17,4.71,1.26
한양대학교,전기공학전공,17,4.71,1.26
한양대학교,정보시스템학과,5,5.4,1.28
한양대학교,컴퓨터소프트웨어학부,24,4.79,1.2
한양대학교,화학공학과,9,9.56,1.16
한양대학교,국제학부,X,X,X
한양대학교,글로벌콘텐츠융합학부,X,X,X
한양대학교,교육공학과,3,9,1.17
한양대학교,교육학과,3,9.67,1.21
한양대학교,국어교육과,3,6.67,1.26
한양대학교,수학교육과,3,6.67,1.21
한양대학교,영어교육과,3,7.33,1.11
한양대학교,응용미술교육과,X,X,X
한양대학교,관광학부,11,7,1.4
한양대학교,미디어커뮤니케이션학과,6,13,1.23
한양대학교,사회학과,4,7.75,1.34
한양대학교,정치외교학과,4,5.5,1.28
한양대학교,식품영양학과,6,4.17,1.36
한양대학교,실내건축디자인학과,6,5.67,1.37
한양대학교,의류학과,6,4.17,1.37
한양대학교,무용학과,X,X,X
한양대학교,스포츠매니지먼트전공,X,X,X
한양대학교,스포츠사이언스전공,X,X,X
한양대학교,스포츠산업과학부,X,X,X
한양대학교,연극영화학과,X,X,X
한양대학교,관현악과,X,X,X
한양대학교,국악과,X,X,X
한양대학교,성악과,X,X,X
한양대학교,작곡과,X,X,X
한양대학교,피아노과,X,X,X
한양대학교,의예과,X,X,X
한양대학교,의학과,X,X,X
한양대학교,국어국문학과,4,9.75,1.36
한양대학교,독어독문학과,4,5.75,1.49
한양대학교,사학과,4,6.25,1.81
한양대학교,영어영문학과,11,4.45,1.65
한양대학교,중어중문학과,5,7.6,1.45
한양대학교,철학과,3,4.67,1.36
한양대학교,물리학과,4,9.5,1.35
한양대학교,생명과학과,6,4.5,1.29
한양대학교,수학과,6,7.17,1.24
한양대학교,화학과,5,4.4,1.31
한양대학교,정책학과,20,7.8,1.34
한양대학교,행정학과,9,5.22,1.76
홍익대학교,건축학부 실내건축학전공,4,7.25,2.01
홍익대학교,도시공학과,4,5.25,2.12
홍익대학교,경영학부,35,9.77,1.95
홍익대학교,경영학부 경영학전공,35,9.77,1.95
홍익대학교,건설환경공학과,9,10.33,2.25
홍익대학교,기계ㆍ시스템디자인공학과,19,6.89,2.05
홍익대학교,산업・데이터공학과,8,5.38,2.08
홍익대학교,신소재·화공시스템공학부 신소재공학전공,13,11.23,1.98
홍익대학교,신소재·화공시스템공학부 화학공학전공,13,11.23,1.98
홍익대학교,신소재・화공시스템공학부,26,11.23,1.98
홍익대학교,전자·전기공학부,33,7.82,1.92
홍익대학교,컴퓨터공학과,18,9.06,1.85
홍익대학교,국어국문학과,5,8.8,2.15
홍익대학교,독어독문학과,5,10.2,2.28
홍익대학교,불어불문학과,5,8.4,2.22
홍익대학교,영어영문학과,9,9.44,2.11
홍익대학교,미술대학 자율전공,-,-,-
홍익대학교,금속조형디자인과,-,-,-
홍익대학교,도예ㆍ유리과,-,-,-
홍익대학교,동양화과,-,-,-
홍익대학교,디자인학부,-,-,-
홍익대학교,디자인학부 산업디자인전공,-,-,-
홍익대학교,디자인학부 시각디자인전공,-,-,-
홍익대학교,목조형가구학과,-,-,-
홍익대학교,섬유미술ㆍ패션디자인과,-,-,-
홍익대학교,예술학과,4,5,2.18
홍익대학교,조소과,-,-,-
홍익대학교,판화과,-,-,-
홍익대학교,회화과,-,-,-
홍익대학교,법학부,26,9.27,2.02
홍익대학교,교육학과,4,10.75,1.88
홍익대학교,국어교육과,4,7.5,1.92
홍익대학교,수학교육과,4,14.5,1.75
홍익대학교,역사교육과,4,11.25,1.95
홍익대학교,영어교육과,4,6.25,1.91
홍익대학교,과학기술대학 자율전공,36,6.42,3.85
홍익대학교,건축공학부,18,4.83,4.15
홍익대학교,건축공학부 건축공학전공,9,4.83,4.25
홍익대학교,건축공학부 건축디자인전공(5년제),9,5.12,3.95
홍익대학교,기계정보공학과,22,4.55,4.12
홍익대학교,나노신소재학과,15,5.21,3.75
홍익대학교,바이오화학공학과,15,6.15,3.62
홍익대학교,소프트웨어융합학과,28,5.85,3.58
홍익대학교,전자전기융합공학과,35,5.42,3.72
홍익대학교,조선해양공학과,12,3.95,4.55
홍익대학교,상경학부,68,4.25,4.21
홍익대학교,상경학부 글로벌경영전공,25,4.25,4.15
홍익대학교,상경학부 금융보험학전공,20,3.85,4.42
홍익대학교,상경학부 회계학전공,23,4.35,4.32
홍익대학교,디자인컨버전스학부,42,5.14,3.65
홍익대학교,영상ㆍ애니메이션학부,15,6.27,3.48
한국과학기술원(KAIST),기술경영학부,X,X,X
한국과학기술원(KAIST),기술경영학부(IT경영학),X,X,X
한국과학기술원(KAIST),건설및환경공학과,X,X,X
한국과학기술원(KAIST),기계공학과,X,X,X
한국과학기술원(KAIST),바이오및뇌공학과,X,X,X
한국과학기술원(KAIST),반도체시스템공학과,X,X,X
한국과학기술원(KAIST),산업디자인학과,X,X,X
한국과학기술원(KAIST),산업및시스템공학과,X,X,X
한국과학기술원(KAIST),생명화학공학과,X,X,X
한국과학기술원(KAIST),신소재공학과,X,X,X
한국과학기술원(KAIST),원자력및양자공학과,X,X,X
한국과학기술원(KAIST),전기및전자공학부,X,X,X
한국과학기술원(KAIST),전산학부,X,X,X
한국과학기술원(KAIST),항공우주공학과,X,X,X
한국과학기술원(KAIST),뇌인지과학과,X,X,X
한국과학기술원(KAIST),생명과학과,X,X,X
한국과학기술원(KAIST),디지털인문사회과학부,X,X,X
한국과학기술원(KAIST),물리학과,X,X,X
한국과학기술원(KAIST),수리과학과,X,X,X
한국과학기술원(KAIST),화학과,X,X,X
